,Manufacturer,Model Name, Storage,Operating System,Weight,Price,Category_2 in 1 Convertible,Category_Gaming,Category_Netbook,Category_Notebook,Category_Ultrabook,Category_Workstation
458,13,333,256,2,1.25,15996708,0,0,0,0,1,0
459,7,31,256,2,2.5,5689990,0,0,0,1,0,0
460,0,58,1,2,2.23,4837248,0,0,0,1,0,0
461,0,388,128,2,1.4,3868020,0,0,1,0,0,0
462,2,280,1,2,2.37,6660108,0,0,0,1,0,0
463,10,168,512,1,1.5,7104708,0,0,0,1,0,0
464,10,374,256,2,2.67,18584280,0,0,0,1,0,0
465,2,441,500,2,2.0,2703168,0,0,0,1,0,0
466,0,46,500,2,2.2,4170348,0,0,0,1,0,0
467,4,193,2,2,2.02,6749028,0,0,0,1,0,0
468,7,251,1,2,3.78,15107508,0,1,0,0,0,0
469,10,379,256,2,1.4,16521336,0,0,0,0,1,0
470,7,327,512,2,1.29,17775108,1,0,0,0,0,0
471,7,467,500,2,1.9,10261368,0,0,0,1,0,0
472,6,259,128,3,1.1,11337300,0,0,0,0,1,0
473,4,224,256,2,1.42,16377730,0,0,0,0,1,0
474,2,474,1281,2,2.06,11550708,0,0,0,1,0,0
475,4,226,128,2,1.79,6580080,0,0,0,1,0,0
476,4,277,256,2,1.78,21411936,0,0,0,0,0,1
477,10,380,1,2,1.7,12128688,0,0,0,1,0,0
478,4,187,1,2,2.2,6002100,0,0,0,1,0,0
479,16,261,256,2,1.05,14867424,0,0,0,1,0,0
480,4,201,512,2,2.16,11221704,0,0,0,1,0,0
481,4,429,1,2,2.18,5216047,0,0,0,1,0,0
482,7,284,128,2,1.49,6455592,0,0,0,1,0,0
483,3,212,64,2,1.89,2213218,0,0,0,1,0,0
484,10,356,128,2,2.3,5023980,0,0,0,1,0,0
485,10,355,256,2,1.75,9327708,0,0,0,1,0,0
486,4,273,512,2,2.17,20789496,0,0,0,0,0,1
487,4,454,512,2,2.06,16885908,0,0,0,1,0,0
488,10,386,512,2,1.36,15987816,0,0,0,0,1,0
489,2,484,512,2,0.91,17339400,0,0,0,0,1,0
490,10,372,256,2,2.3,8998615,0,0,0,1,0,0
491,16,262,512,2,1.05,24888708,0,0,0,0,1,0
492,2,422,1281,2,1.99,12004200,0,1,0,0,0,0
493,0,46,1,2,2.2,5148468,0,0,0,1,0,0
494,2,309,2561,2,4.33,11283948,0,1,0,0,0,0
495,10,385,1,2,1.3,9772308,0,0,0,0,1,0
496,10,182,256,2,2.17,7993018,0,0,0,1,0,0
497,7,82,1,2,1.48,15552108,0,0,0,1,0,0
498,10,353,256,2,1.4,8438508,0,0,0,1,0,0
499,10,359,256,2,2.3,8100612,0,0,0,1,0,0
500,2,417,64,2,1.2,3023280,0,0,1,0,0,0
501,7,3,256,2,1.91,5504059,0,0,0,1,0,0
502,10,464,256,2,1.4,14218308,1,0,0,0,0,0
503,10,155,500,2,2.1,2658708,0,0,0,1,0,0
504,10,74,16,3,1.25,2356380,0,0,1,0,0,0
505,10,353,256,2,1.44,8438508,0,0,0,1,0,0
506,2,479,2561,2,2.0,10883808,0,0,0,1,0,0
507,0,53,1,2,2.2,5450796,0,0,0,1,0,0
508,7,91,512,2,1.34,11764116,0,0,0,0,1,0
509,10,228,2561,1,2.4,10216908,0,1,0,0,0,0
510,4,453,128,2,1.29,7993908,0,0,0,0,1,0
511,0,50,500,2,2.2,5681988,0,0,0,1,0,0
512,4,433,1,2,2.18,7433712,0,0,0,1,0,0
513,4,193,2562,2,2.2,10841482,0,0,0,1,0,0
514,18,239,256,1,1.95,12448355,0,0,0,1,0,0
515,2,416,32,2,1.1,2178540,0,0,1,0,0,0
516,7,21,1,2,2.04,4636911,0,0,0,1,0,0
517,2,307,512,2,2.24,26391456,0,1,0,0,0,0
518,7,293,256,2,2.04,7904988,0,0,0,1,0,0
519,2,112,2561,2,3.0,13373568,0,1,0,0,0,0
520,10,229,2561,2,3.2,12439908,0,1,0,0,0,0
521,7,326,256,2,1.32,12439908,0,0,0,0,1,0
522,4,219,256,2,1.64,11379359,0,0,0,1,0,0
523,7,285,128,2,1.63,6126588,0,0,0,1,0,0
524,4,197,1281,1,2.8,7904988,0,0,0,1,0,0
525,10,358,256,2,2.02,11915280,0,0,0,1,0,0
526,10,159,1,2,2.2,7104708,0,0,0,1,0,0
527,10,161,2,1,2.2,4081428,0,0,0,1,0,0
528,4,186,500,2,2.3,5201820,0,0,0,1,0,0
529,4,221,256,2,1.9,12244284,0,0,0,1,0,0
530,4,43,1281,2,4.42,26789550,0,1,0,0,0,0
531,16,320,500,2,2.0,7647120,0,0,0,1,0,0
532,2,487,2561,2,2.0,11550708,0,0,0,1,0,0
533,12,324,32,2,1.2,3281148,0,0,0,1,0,0
534,2,306,1281,2,2.3,14662908,0,1,0,0,0,0
535,4,221,256,2,1.93,12173148,0,0,0,1,0,0
536,4,193,256,2,2.2,7090569,0,0,0,1,0,0
537,7,38,256,2,1.86,3547819,0,0,0,1,0,0
538,7,246,1,2,2.62,15996708,0,1,0,0,0,0
539,10,371,256,2,1.87,7638228,0,0,0,1,0,0
540,4,453,256,2,1.2,12439908,0,0,0,0,1,0
541,4,431,128,2,1.6,6543356,0,0,0,1,0,0
542,7,92,256,2,1.34,10181340,0,0,0,0,1,0
543,0,47,1,1,2.4,7095816,0,1,0,0,0,0
544,2,425,500,2,2.0,3103308,0,0,0,1,0,0
545,7,286,128,2,2.1,6273306,0,0,0,1,0,0
546,10,354,500,2,1.87,6980220,0,0,0,1,0,0
547,10,407,1,1,2.15,4111216,0,0,0,1,0,0
548,7,38,500,2,1.86,3530124,0,0,0,1,0,0
549,10,366,512,2,1.99,15374268,0,0,0,1,0,0
550,10,161,128,2,2.2,4437108,0,0,0,1,0,0
551,4,221,256,2,1.9,9932275,0,0,0,1,0,0
552,4,43,2561,2,4.42,23999508,0,1,0,0,0,0
553,7,32,1,2,2.65,4838581,0,0,0,1,0,0
554,7,287,1,2,2.63,11381760,0,0,0,1,0,0
555,2,40,500,1,2.0,1991808,0,0,0,1,0,0
556,12,321,32,2,1.35,2267460,0,0,0,1,0,0
557,10,162,1281,2,2.8,8438508,0,0,0,1,0,0
558,7,24,128,2,1.91,5058658,0,0,0,1,0,0
559,4,429,1,2,2.18,5494366,0,0,0,1,0,0
560,0,330,32,2,1.25,3103308,1,0,0,0,0,0
561,10,411,128,2,2.05,5601960,0,0,0,1,0,0
562,7,79,512,2,1.16,17472780,0,0,0,0,1,0
563,10,376,256,2,3.4,26667108,0,0,0,1,0,0
564,2,105,1281,2,2.5,7460388,0,0,0,1,0,0
565,4,453,128,2,1.21,14218308,0,0,0,0,1,0
566,4,221,500,2,1.93,8527428,0,0,0,1,0,0
567,5,233,1,2,2.2,6571188,0,0,0,1,0,0
568,10,158,500,2,2.2,3058848,0,0,0,1,0,0
569,10,358,500,2,2.02,8803080,0,0,0,1,0,0
570,7,468,500,2,3.14,16547923,0,0,0,0,0,1
571,7,1,2,2,1.94,3458988,0,0,0,1,0,0
572,7,26,256,2,1.95,5770908,0,0,0,1,0,0
573,10,372,256,2,2.3,7380360,0,0,0,1,0,0
574,10,413,500,2,2.05,6091020,0,0,0,1,0,0
575,12,323,32,2,1.4,2214108,0,0,0,1,0,0
576,16,346,512,2,1.24,16583580,0,0,0,0,1,0
577,10,175,2561,2,4.6,23679396,0,1,0,0,0,0
578,11,140,5121,2,4.14,24266268,0,1,0,0,0,0
579,4,186,256,1,2.2,6660196,0,0,0,1,0,0
580,12,324,32,2,1.45,3458988,0,0,0,1,0,0
581,4,221,500,2,1.9,8967759,0,0,0,1,0,0
582,7,284,128,2,1.49,6393348,0,0,0,1,0,0
583,4,221,256,2,1.93,13670471,0,0,0,1,0,0
584,4,66,16,3,1.26,2623140,0,0,1,0,0,0
585,11,141,1281,2,4.5,20887308,0,1,0,0,0,0
586,7,248,2561,2,3.78,13320216,0,1,0,0,0,0
587,10,379,256,2,1.4,14876316,0,0,0,0,1,0
588,10,179,1,2,2.2,5415228,0,0,0,1,0,0
589,2,306,1281,2,2.73,15738840,0,1,0,0,0,0
590,2,338,1,2,2.2,6571188,1,0,0,0,0,0
591,10,156,512,2,2.2,8438508,0,0,0,1,0,0
592,4,184,128,2,1.39,5361876,1,0,0,0,0,0
593,15,244,1281,2,2.5,15107508,0,0,0,1,0,0
594,10,410,500,1,2.8,4703868,0,0,0,1,0,0
595,10,150,1,2,2.29,4081428,0,0,0,1,0,0
596,10,369,512,2,1.37,18006300,1,0,0,0,0,0
597,10,381,256,2,1.7,13106808,0,0,0,1,0,0
598,4,218,256,2,1.34,14849640,1,0,0,0,0,0
599,4,273,256,2,2.06,15676596,0,0,0,0,0,1
600,7,83,256,2,1.84,10839348,0,0,0,1,0,0
601,7,286,500,2,2.1,5944124,0,0,0,1,0,0
602,0,44,32,2,1.6,2925468,0,0,0,1,0,0
603,11,213,1281,2,4.14,19553508,0,1,0,0,0,0
604,4,429,1,1,2.18,4134780,0,0,0,1,0,0
605,11,134,2562,2,1.8,20442708,0,1,0,0,0,0
606,16,351,256,2,2.2,12439908,0,0,0,1,0,0
607,10,154,1,2,2.4,5015088,0,0,0,1,0,0
608,10,460,256,2,2.0,11550708,1,0,0,0,0,0
609,0,336,128,2,1.6,3103308,0,0,0,1,0,0
610,10,374,1,2,2.5,43561908,0,0,0,1,0,0
611,4,198,1,2,2.59,7816156,0,1,0,0,0,0
612,4,429,1,1,2.18,3947158,0,0,0,1,0,0
613,4,186,1,1,2.25,3192228,0,0,0,1,0,0
614,4,221,500,1,1.93,7727148,0,0,0,1,0,0
615,2,107,1281,2,3.0,10385856,0,1,0,0,0,0
616,4,429,128,1,2.18,5059548,0,0,0,1,0,0
617,7,83,512,2,1.84,12350988,0,0,0,0,1,0
618,11,138,2561,2,2.94,20165811,0,1,0,0,0,0
619,0,65,32,3,1.25,3370068,1,0,0,0,0,0
620,7,289,256,2,2.31,9994608,0,0,0,1,0,0
621,10,363,256,2,1.65,13026780,0,0,0,1,0,0
622,4,193,1,2,2.2,6900192,0,0,0,1,0,0
623,5,232,256,2,2.2,7104708,0,0,0,1,0,0
624,7,83,500,2,1.88,8287344,0,0,0,1,0,0
625,10,159,1,2,2.2,7993908,0,0,0,1,0,0
626,12,322,32,2,1.4,2125188,0,0,0,1,0,0
627,10,160,128,1,2.2,4161456,0,0,0,1,0,0
628,2,297,1,2,1.5,5682076,1,0,0,0,0,0
629,4,454,256,2,2.0,16183440,0,0,0,1,0,0
630,2,472,512,2,1.1,16894800,0,0,0,0,1,0
631,4,200,2561,2,2.62,13151268,0,1,0,0,0,0
632,10,412,256,2,1.8,7371468,0,0,0,1,0,0
633,10,180,1,2,2.2,5148468,0,0,0,1,0,0
634,2,440,1,2,2.0,3547908,0,0,0,1,0,0
635,2,422,1,2,1.99,8061665,0,0,0,1,0,0
636,4,453,256,2,1.23,16619148,0,0,0,0,1,0
637,10,148,32,2,1.42,2214108,0,0,0,1,0,0
638,10,387,256,2,1.37,15626978,1,0,0,0,0,0
639,4,454,1,2,2.06,21331908,0,0,0,1,0,0
640,10,228,1281,2,2.5,9861228,0,1,0,0,0,0
641,7,29,1,2,2.6,4631842,0,0,0,1,0,0
642,10,367,512,2,1.14,21785400,0,0,0,0,1,0
643,2,304,1,1,2.5,10394748,0,1,0,0,0,0
644,0,98,500,2,2.4,4001400,0,0,0,1,0,0
645,10,148,32,2,1.43,2436408,0,0,0,1,0,0
646,0,334,256,2,1.8,8171748,0,0,0,0,1,0
647,14,63,256,2,1.95,23110308,0,1,0,0,0,0
648,16,265,256,2,1.2,10785996,0,0,0,1,0,0
649,10,386,256,2,1.36,14084928,0,0,0,0,1,0
650,2,301,512,2,3.8,24888708,0,1,0,0,0,0
651,0,41,1,1,2.4,6304428,0,1,0,0,0,0
652,4,453,256,2,1.2,12892510,0,0,0,0,1,0
653,11,125,1281,2,2.2,10597485,0,1,0,0,0,0
654,7,38,500,1,1.86,3244690,0,0,0,1,0,0
655,16,344,500,2,2.0,9461088,0,0,0,1,0,0
656,4,193,256,2,2.2,8171748,0,0,0,1,0,0
657,4,193,2562,2,2.2,10092420,0,0,0,1,0,0
658,10,174,1281,2,3.31,10634832,0,1,0,0,0,0
659,4,43,5121,2,4.42,27986414,0,1,0,0,0,0
660,4,227,256,2,1.56,10928268,0,0,0,1,0,0
661,10,177,500,2,2.2,3725748,0,0,0,1,0,0
662,10,161,500,2,2.2,4757220,0,0,0,1,0,0
663,7,12,1,2,2.04,4792788,0,0,0,1,0,0
664,11,132,1281,2,2.7,13220358,0,1,0,0,0,0
665,16,320,128,2,2.1,4428216,0,0,0,1,0,0
666,4,217,1,2,2.06,8491860,0,0,0,1,0,0
667,7,16,1,2,2.1,6624540,0,0,0,1,0,0
668,16,352,256,2,2.0,11186136,0,0,0,1,0,0
669,0,45,128,1,2.1,3663504,0,0,0,1,0,0
670,13,333,256,2,1.252,16608922,0,0,0,0,1,0
671,10,409,1281,2,1.9,7273211,0,0,0,1,0,0
672,10,459,256,2,1.3,9194328,1,0,0,0,0,0
673,10,157,128,2,2.2,3103308,0,0,0,1,0,0
674,7,257,128,2,1.63,6215508,1,0,0,0,0,0
675,11,128,2561,2,2.4,11506248,0,1,0,0,0,0
676,2,481,256,2,1.1,10092420,0,0,0,0,1,0
677,7,75,64,3,1.4,4401540,1,0,0,0,0,0
678,9,147,512,2,1.09,20442708,0,0,0,0,1,0
679,0,62,256,2,2.5,11550708,0,1,0,0,0,0
680,11,144,256,2,2.2,8873326,0,1,0,0,0,0
681,2,209,128,2,1.86,3725748,0,0,0,1,0,0
682,4,42,1281,2,3.21,18237492,0,1,0,0,0,0
683,7,36,256,2,2.5,6215508,0,0,0,1,0,0
684,10,461,512,2,1.19,13329108,1,0,0,0,0,0
685,4,42,2561,2,3.49,25019865,0,1,0,0,0,0
686,7,38,500,2,1.86,5447328,0,0,0,1,0,0
687,4,186,1,2,2.2,4852097,0,0,0,1,0,0
688,7,33,2,2,2.65,5059548,0,0,0,1,0,0
689,10,397,500,2,2.1,2827656,0,0,0,1,0,0
690,0,67,32,3,1.45,3334500,0,0,0,1,0,0
691,10,170,256,2,1.7,6215508,0,0,0,1,0,0
692,7,468,500,2,3.14,16965847,0,0,0,0,0,1
693,10,367,256,2,1.42,23030280,1,0,0,0,0,0
694,16,320,256,2,1.5,8651916,0,0,0,1,0,0
695,0,389,32,2,1.4,2391948,0,0,1,0,0,0
696,10,463,512,2,1.38,15552108,1,0,0,0,0,0
697,2,73,64,3,1.2,5948748,1,0,0,0,0,0
698,16,270,512,2,1.36,16690284,0,0,0,0,1,0
699,7,15,500,2,2.1,6126588,0,0,0,1,0,0
700,4,194,1,2,2.56,7282548,0,1,0,0,0,0
701,10,157,256,2,2.2,3547908,0,0,0,1,0,0
702,10,156,1,2,2.2,3814668,0,0,0,1,0,0
703,10,400,11,2,2.1,5525933,0,0,0,1,0,0
704,10,406,500,1,1.9,4001400,0,0,0,1,0,0
705,4,433,256,2,2.18,7069140,0,0,0,1,0,0
706,0,329,256,2,1.6,8883108,1,0,0,0,0,0
707,10,361,512,2,2.18,16494660,0,0,0,0,0,1
708,10,378,256,2,1.8,10590372,0,0,0,1,0,0
709,7,35,2,2,2.71,5824348,0,0,0,1,0,0
710,10,228,1281,2,2.5,11106108,0,1,0,0,0,0
711,4,219,256,1,1.64,9683388,0,0,0,1,0,0
712,4,433,1,1,1.98,6455592,0,0,0,1,0,0
713,2,418,32,2,1.5,2649816,0,0,0,1,0,0
714,4,221,512,2,1.93,12685860,0,0,0,1,0,0
715,10,371,256,2,1.87,7621066,0,0,0,1,0,0
716,4,221,256,2,1.9,10483668,0,0,0,1,0,0
717,10,0,500,2,2.19,2649816,0,0,0,1,0,0
718,12,325,32,2,1.4,2356380,0,0,0,1,0,0
719,7,287,256,2,2.63,10670400,0,0,0,1,0,0
720,10,367,512,2,1.17,14997602,0,0,0,0,1,0
721,7,257,256,2,1.58,7439047,1,0,0,0,0,0
722,10,365,256,2,1.32,13329108,0,0,0,0,1,0
723,4,43,11,2,4.36,32539384,0,1,0,0,0,0
724,11,127,1281,2,2.7,11990684,0,1,0,0,0,0
725,10,401,1,1,1.9,4356190,0,0,0,1,0,0
726,4,193,1281,2,2.2,6393348,0,0,0,1,0,0
727,4,190,1,2,1.71,5770908,1,0,0,0,0,0
728,4,192,1,1,2.32,5242011,0,0,0,1,0,0
729,7,9,1,2,2.1,4348188,0,0,0,1,0,0
730,0,278,1281,2,4.2,17206020,0,1,0,0,0,0
731,4,186,1,2,2.25,5770908,0,0,0,1,0,0
732,7,10,1281,2,2.1,5779800,0,0,0,1,0,0
733,0,99,500,2,2.4,4970628,0,0,0,1,0,0
734,10,353,256,2,1.44,8536320,0,0,0,1,0,0
735,10,403,1,2,1.85,6926868,0,0,0,1,0,0
736,7,466,256,2,2.6,21509748,0,0,0,0,0,1
737,4,191,1,2,1.55,5859828,1,0,0,0,0,0
738,11,134,2561,2,1.8,18624116,0,1,0,0,0,0
739,0,59,500,2,2.4,3652833,0,0,0,1,0,0
740,4,199,1281,2,2.0,10732644,0,0,0,1,0,0
741,4,429,256,2,2.0,5913180,0,0,0,1,0,0
742,16,345,256,2,1.25,13649220,0,0,0,1,0,0
743,10,113,256,2,1.7,8883108,1,0,0,0,0,0
744,10,375,1,2,2.5,29334708,0,0,0,0,0,1
745,0,67,32,3,1.68,2934360,0,0,0,1,0,0
746,15,243,256,2,0.81,14662908,0,0,0,0,1,0
747,7,38,256,2,1.86,4792788,0,0,0,1,0,0
748,4,219,256,2,1.6,10018705,0,0,0,1,0,0
749,7,471,256,2,3.0,39026988,0,0,0,0,0,1
750,10,240,128,2,1.4,4223700,0,0,1,0,0,0
751,7,83,256,2,1.84,16894800,0,0,0,1,0,0
752,2,446,1,1,2.45,5148468,0,0,0,1,0,0
753,10,377,1,2,1.7,9745632,0,0,0,0,1,0
754,2,281,256,2,2.37,7557310,0,0,0,1,0,0
755,10,462,256,2,1.3,10661508,1,0,0,0,0,0
756,7,25,1281,2,2.2,9772308,0,0,0,1,0,0
757,7,466,256,2,2.59,13880412,0,0,0,0,0,1
758,4,43,2561,2,4.42,25511059,0,1,0,0,0,0
759,0,45,256,2,2.1,5326308,0,0,0,1,0,0
760,10,228,1281,2,2.5,9318816,0,1,0,0,0,0
761,4,223,256,2,1.18,16530228,0,0,0,0,1,0
762,6,259,256,3,1.1,13862628,0,0,0,0,1,0
763,2,483,256,2,1.2,10039068,0,0,0,0,1,0
764,4,215,500,2,1.65,7549308,0,0,0,1,0,0
765,0,390,128,2,1.6,5824260,0,0,0,1,0,0
766,2,450,1,2,2.8,4182263,0,0,0,1,0,0
767,4,198,1281,2,2.72,9772308,0,1,0,0,0,0
768,15,243,256,2,1.31,14218308,0,0,0,0,1,0
769,0,48,1,1,2.1,2649816,0,0,0,1,0,0
770,4,192,256,2,2.3,10503852,0,0,0,1,0,0
771,15,243,256,2,1.71,15996708,1,0,0,0,0,0
772,16,340,128,2,1.75,9069840,0,0,0,1,0,0
773,4,200,1,2,2.62,9772308,0,1,0,0,0,0
774,7,81,256,2,1.26,11061648,0,0,0,0,1,0
775,2,298,2,2,2.3,7460388,1,0,0,0,0,0
776,10,373,512,2,2.5,21074040,0,0,0,1,0,0
777,0,334,128,2,1.8,5655312,0,0,0,1,0,0
778,14,63,512,2,1.95,25777908,0,1,0,0,0,0
779,2,427,128,2,2.0,5174254,0,0,0,1,0,0
780,4,43,11,2,4.42,31911609,0,1,0,0,0,0
781,2,310,2561,2,4.3,20896200,0,1,0,0,0,0
782,16,349,512,2,1.47,15685488,0,0,0,0,1,0
783,10,149,1,1,2.2,2925468,0,0,0,1,0,0
784,10,365,512,2,1.7,20442708,0,0,0,0,1,0
785,11,133,2561,2,1.6,16814772,0,1,0,0,0,0
786,11,123,1281,2,2.2,9683388,0,1,0,0,0,0
787,10,228,1,2,2.4,8883108,0,1,0,0,0,0
788,0,279,2561,2,4.2,20442708,0,1,0,0,0,0
789,4,200,256,2,2.62,8758620,0,1,0,0,0,0
790,2,101,1281,2,2.24,11906388,0,1,0,0,0,0
791,17,205,32,2,1.22,1804186,0,0,0,1,0,0
792,10,369,512,2,1.37,17517240,1,0,0,0,0,0
793,10,456,256,2,2.08,8527428,1,0,0,0,0,0
794,1,234,512,3,0.92,10359180,0,0,0,0,1,0
795,10,367,256,2,1.42,20718360,1,0,0,0,0,0
796,2,299,32,2,1.63,2658708,0,0,0,1,0,0
797,4,217,128,2,1.95,7202520,0,0,0,1,0,0
798,10,463,256,2,1.38,11995308,1,0,0,0,0,0
799,4,433,256,2,2.0,6571188,0,0,0,1,0,0
800,7,468,256,2,3.14,18361090,0,0,0,0,0,1
801,2,283,256,2,2.37,9772308,0,0,0,1,0,0
802,4,453,256,2,1.29,13329108,0,0,0,0,1,0
803,4,454,256,2,2.06,15552108,0,0,0,1,0,0
804,4,214,128,2,1.63,6615648,0,0,1,0,0,0
805,7,81,256,2,1.26,12350988,0,0,1,0,0,0
806,16,320,500,2,2.1,6935760,0,0,0,1,0,0
807,7,13,2,2,2.04,5593068,0,0,0,1,0,0
808,4,200,512,2,2.62,14929668,0,1,0,0,0,0
809,10,154,1,2,2.4,5415228,0,0,0,1,0,0
810,7,252,1,2,3.74,15552108,0,1,0,0,0,0
811,11,118,5121,2,2.9,21474180,0,1,0,0,0,0
812,15,243,256,2,0.81,13329108,0,0,0,0,1,0
813,4,433,1,2,1.98,8545212,0,0,0,1,0,0
814,4,429,256,2,2.18,7022990,0,0,0,1,0,0
815,10,382,256,2,1.32,16530228,0,0,0,0,1,0
816,14,64,512,2,1.29,15996708,0,0,0,0,1,0
817,7,66,16,3,1.23,3423420,0,0,1,0,0,0
818,4,43,1281,2,4.36,22274637,0,1,0,0,0,0
819,4,216,500,2,1.76,6713460,0,0,0,1,0,0
820,10,398,500,2,2.1,4356190,0,0,0,1,0,0
821,16,347,128,2,1.25,9692280,0,0,0,0,1,0
822,10,384,512,2,1.13,22221108,0,0,0,0,1,0
823,11,124,256,2,2.4,10661508,0,1,0,0,0,0
824,10,367,256,2,1.13,16672500,0,0,0,0,1,0
825,16,320,128,2,1.75,4437108,0,0,0,1,0,0
826,2,473,256,2,1.1,12075336,1,0,0,0,0,0
827,4,216,500,2,1.76,5201820,0,0,0,1,0,0
828,0,66,32,3,1.35,3156660,0,0,1,0,0,0
829,0,334,128,2,1.5,5504148,0,0,0,1,0,0
830,14,63,512,2,3.49,48897108,0,1,0,0,0,0
831,10,384,512,2,1.1,18664308,0,0,0,0,1,0
832,2,421,1,1,2.1,4614948,0,0,0,1,0,0
833,10,377,256,2,1.7,10545912,0,0,0,1,0,0
834,10,365,256,2,1.32,14671800,0,0,0,1,0,0
835,4,42,2561,2,3.21,24672009,0,1,0,0,0,0
836,2,313,2561,2,2.9,21509748,0,1,0,0,0,0
837,16,320,500,2,2.0,5948748,0,0,0,1,0,0
838,10,241,16,3,1.5,2889900,0,0,0,1,0,0
839,2,300,128,2,2.3,5246280,0,0,0,1,0,0
840,2,312,5121,2,2.73,15996708,0,1,0,0,0,0
841,4,43,5121,2,4.42,27324137,0,1,0,0,0,0
842,7,287,1,2,2.63,8091720,0,0,0,1,0,0
843,4,429,128,2,2.18,6348799,0,0,0,1,0,0
844,7,82,512,2,1.54,16628040,0,0,0,0,1,0
845,4,429,256,2,2.18,6571188,0,0,0,1,0,0
846,7,75,32,3,1.4,5468580,1,0,0,0,0,0
847,2,475,512,2,1.45,9123192,0,0,0,0,1,0
848,7,85,256,2,1.28,20247084,1,0,0,0,0,0
849,7,82,512,2,1.54,13053456,0,0,0,0,1,0
850,7,38,128,1,1.86,2658708,0,0,0,1,0,0
851,2,311,1281,2,2.1,16885908,0,1,0,0,0,0
852,4,196,1,1,2.83,7691580,0,0,0,1,0,0
853,10,364,256,2,1.96,16921476,0,0,0,0,1,0
854,2,207,256,2,2.3,6998004,0,0,0,1,0,0
855,4,221,128,2,1.9,8402940,0,0,0,1,0,0
856,2,438,1,2,2.0,3992508,0,0,0,1,0,0
857,7,85,256,2,1.28,22754628,1,0,0,0,0,0
858,4,188,1,2,1.62,5770908,0,0,0,1,0,0
859,10,150,1,1,2.2,4170348,0,0,0,1,0,0
860,10,356,1,2,2.3,7564068,0,0,0,1,0,0
861,7,83,256,2,1.84,11995308,0,0,0,1,0,0
862,16,264,128,2,1.05,11426220,0,0,0,1,0,0
863,10,228,1,1,2.5,9043164,0,1,0,0,0,0
864,4,453,512,2,1.29,19918080,0,0,0,0,1,0
865,7,293,500,2,2.07,8091720,0,0,0,1,0,0
866,16,271,256,2,1.2,9736740,0,0,0,0,1,0
867,10,369,256,2,1.37,17339400,1,0,0,0,0,0
868,0,337,256,2,1.56,8020584,0,0,0,1,0,0
869,4,273,1,2,2.23,15809976,0,0,0,0,0,1
870,10,359,500,2,2.38,9381060,0,0,0,1,0,0
871,10,150,1,1,2.2,4259268,0,0,0,1,0,0
872,16,343,256,2,2.0,12342096,0,0,0,1,0,0
873,10,370,1,2,1.44,6535620,0,0,0,1,0,0
874,15,243,256,2,1.23,16441308,0,0,0,0,1,0
875,4,223,256,2,1.6,15027480,0,0,0,0,1,0
876,2,439,1,1,2.0,3547819,0,0,0,1,0,0
877,18,239,256,2,1.28,8314020,0,0,0,0,1,0
878,4,433,1281,2,2.18,8113950,0,0,0,1,0,0
879,7,286,256,2,2.04,7460388,0,0,0,1,0,0
880,7,85,256,2,1.28,15116400,1,0,0,0,0,0
881,7,258,500,2,2.3,6089241,1,0,0,0,0,0
882,2,420,32,2,1.65,3094416,0,0,0,1,0,0
883,10,167,1,2,2.2,5948748,0,0,0,1,0,0
884,4,185,500,2,2.2,3281148,0,0,0,1,0,0
885,7,85,256,2,1.28,15996708,1,0,0,0,0,0
886,4,429,1,1,2.18,4052084,0,0,0,1,0,0
887,2,316,1281,2,2.2,12181150,0,1,0,0,0,0
888,0,69,32,3,1.25,2640924,0,0,1,0,0,0
889,10,151,500,2,2.8,3370068,0,0,0,1,0,0
890,7,295,128,2,1.95,11248380,0,0,0,1,0,0
891,7,97,256,2,1.42,12439908,1,0,0,0,0,0
892,15,243,256,2,1.17,15107508,0,0,0,0,1,0
893,10,365,256,2,1.32,15996708,0,0,0,0,1,0
894,11,137,5122,2,2.43,23554908,0,1,0,0,0,0
895,16,263,256,2,1.05,13115700,0,0,0,1,0,0
896,4,200,1,1,2.62,8260668,0,1,0,0,0,0
897,7,286,1,2,2.04,8002800,0,0,0,1,0,0
898,4,429,1,2,2.18,5459688,0,0,0,1,0,0
899,4,221,500,2,1.9,8314020,0,0,0,1,0,0
900,4,453,512,2,1.24,17900485,1,0,0,0,0,0
901,2,115,256256,2,3.58,11372868,0,1,0,0,0,0
902,4,453,256,2,1.22,14662908,1,0,0,0,0,0
903,10,367,256,2,1.13,18219708,0,0,0,0,1,0
904,10,366,512,2,1.95,17454907,0,0,0,1,0,0
905,9,146,512,2,1.08,18664308,0,0,0,0,1,0
906,7,87,512,2,1.26,13186836,0,0,1,0,0,0
907,0,72,16,3,2.2,3192228,0,0,0,1,0,0
908,10,174,1281,2,2.6,7015788,0,0,0,1,0,0
909,9,145,512,2,0.98,16885908,0,0,0,0,1,0
910,4,219,256,2,1.6,10714860,0,0,0,1,0,0
911,7,90,240,2,1.09,27565200,0,0,0,0,1,0
912,10,166,256,2,2.2,7015788,0,0,0,1,0,0
913,7,286,256,2,2.04,9060859,0,0,0,1,0,0
914,0,57,1,2,2.4,4437108,0,0,0,1,0,0
915,10,353,128,2,1.44,7833852,0,0,0,1,0,0
916,7,291,256,2,1.49,8536320,0,0,0,1,0,0
917,11,119,2561,2,2.7,14218308,0,1,0,0,0,0
918,4,200,1281,2,2.6,11995308,0,1,0,0,0,0
